author,text,published_at,like_count,clean_text,label_sentimen
@TyoHya,Mantap.trimaksh pak Ustad yg sdh berani menjelaskan gambaran motif sesungguhnya dari peristiwa intoleransi yg trjadi di sukabumi itu biar ada keseimbangan rasa keadilan  demi toleransi,2025-08-05T08:25:27Z,0,Mantap trimaksh pak Ustad yg sdh berani menjelaskan gambaran motif sesungguhnya dari peristiwa intoleransi yg trjadi di sukabumi itu biar ada keseimbangan rasa keadilan demi toleransi,positive
@SaulMadista-e3i,"Ya Betul itu pak mereka itu SDM nya Sangat Rendah dn TDK d didik dgn Baik dn Benar ,BerNurani dn Org Seperti itu yg TDK Pernah Menanyakan Pada Dirinya Sendiri ( Coba Cubit dulu Tubuh Mu jika SAKIT jgn LAKUKAN UNTUK ORG LAIN. BRAVO GURU GEMBUL 👍👍👍, ORG SEPERTI BPK ONILH YG Di PERLUKN SM NKRI.",2025-08-05T04:16:36Z,0,Ya Betul itu pak mereka itu SDM nya Sangat Rendah dn TDK d didik dgn Baik dn Benar BerNurani dn Org Seperti itu yg TDK Pernah Menanyakan Pada Dirinya Sendiri Coba Cubit dulu Tubuh Mu jika SAKIT jgn LAKUKAN UNTUK ORG LAIN BRAVO GURU GEMBUL ORG SEPERTI BPK ONILH YG Di PERLUKN SM NKRI,negative
@EddyYhuwantoSoehoto,"TANDA2PENGUNDURAN UMAT ISLAM KALAU SELALU BIKIN PENGRUSAKAN GEREJA
BISA JDI KATIR BISA KEYAKINAN BISA PINDAH AGAMA",2025-08-05T03:53:56Z,0,TANDAPENGUNDURAN UMAT ISLAM KALAU SELALU BIKIN PENGRUSAKAN GEREJA BISA JDI KATIR BISA KEYAKINAN BISA PINDAH AGAMA,negative
@robbys4869,ada 2 hal yang harus dihapus di  indonesia jika ingin indonesia bisa maju,2025-08-05T02:50:02Z,0,ada hal yang harus dihapus di indonesia jika ingin indonesia bisa maju,neutral
@Musafir-sq9om,Kacau,2025-08-05T00:29:28Z,0,Kacau,negative
@GideonSialagan,Sedikit kurang pas..bukan agama kristen & khatolik...sama2 Kristen tapi terbagi 2..KRISTEN PROTESTAN & KRISTEN KHATOLIK,2025-08-05T00:11:47Z,0,Sedikit kurang pas bukan agama kristen khatolik sama Kristen tapi terbagi KRISTEN PROTESTAN KRISTEN KHATOLIK,negative
@darag3655,"🤣🤣🤣🤣🤣🤣🤣
Statemen yang sangat lucu....
Kalau memang Islam seperti itu....
Harusnya selain Islam sudah punah dari Konoha...
Akal dipake lah.....",2025-08-04T20:26:42Z,0,Statemen yang sangat lucu Kalau memang Islam seperti itu Harusnya selain Islam sudah punah dari Konoha Akal dipake lah,negative
@TheJack_al,"PRIMITIF dong kalau begitu, ga bisa menerima perbedaan. 
Musti satu warna, satu ideologi dan satu wajah...??? 
Jadi ingat peristiwa 1965.",2025-08-04T19:28:59Z,0,PRIMITIF dong kalau begitu ga bisa menerima perbedaan Musti satu warna satu ideologi dan satu wajah ?? Jadi ingat peristiwa,negative
@thomasintakarinta3743,"Saya setuju KDM tidak kasih uang pribadi, tp dr propinsi",2025-08-04T13:44:48Z,0,Saya setuju KDM tidak kasih uang pribadi tp dr propinsi,neutral
@PungkiSaputro-j2f6f,Mbok ga usah pake kata2nya si pesulap merah dong!,2025-08-04T13:23:27Z,0,Mbok ga usah pake katanya si pesulap merah dong!,negative
@calonpengamat,Indonesia belum merdeka selama masih mudahnya terjadi konflik domestik terutama terkait SARA.,2025-08-04T09:18:53Z,0,Indonesia belum merdeka selama masih mudahnya terjadi konflik domestik terutama terkait SARA,negative
@TambaSaragih-y7u,"Yg jelas, ketua,RT nya pasti tau siapa profokatornya,...!! Enak aja kau, minta Damai, . ..!!Biadab kamu ,...para pelsku.,....!!!",2025-08-04T04:45:07Z,0,Yg jelas ketua RT nya pasti tau siapa profokatornya !! Enak aja kau minta Damai !!Biadab kamu para pelsku !!,negative
@StevanusRizal-ht3bc,Maaf gw kristen gw sangat kagum SM beliau ini.ini lah mencerminkan bahwa beliau BNR BNR islam.krn gw lht beliau BNR BNR seperti imam Salahudin yg bnr2 menghargai Agama lain.😢😢,2025-08-04T03:15:25Z,0,Maaf gw kristen gw sangat kagum SM beliau ini ini lah mencerminkan bahwa beliau BNR BNR islam krn gw lht beliau BNR BNR seperti imam Salahudin yg bnr menghargai Agama lain,positive
@orangbandung-c4x,ngarerakeun siah ah,2025-08-04T00:18:20Z,0,ngarerakeun siah ah,positive
@thomsonnapitupulu1121,"Iaaa betul guru gembul saya setuju, dan dukung, sebenarnya. punya agama adalah damai dan sejuk rasa bahagia......",2025-08-03T22:52:51Z,0,Iaa betul guru gembul saya setuju dan dukung sebenarnya punya agama adalah damai dan sejuk rasa bahagia,positive
@julianasitumorang3691,Terkada. Kotma. Ustad. Itu. Banyak. Yg. Menyesesat. Kan,2025-08-03T17:47:39Z,0,Terkada Kotma Ustad Itu Banyak Yg Menyesesat Kan,negative
@julianasitumorang3691,Jadi. Apa. Tifak. Ada. Yg. Menyelidikki. Harus. Kadus. Ini. Di. Bongkar. Siapa. Yg. Menggerakkan. Mereka. Ini,2025-08-03T17:40:52Z,0,Jadi Apa Tifak Ada Yg Menyelidikki Harus Kadus Ini Di Bongkar Siapa Yg Menggerakkan Mereka Ini,negative
@Susanto-n1p,Pelaku woi orng ultra dungu promex bikin malu aja bikin malu umat Islam aja kau,2025-08-03T12:59:27Z,0,Pelaku woi orng ultra dungu promex bikin malu aja bikin malu umat Islam aja kau,negative
@Susanto-n1p,Pelaku woi orng ultra dungu promex,2025-08-03T12:56:38Z,0,Pelaku woi orng ultra dungu promex,negative
@Susanto-n1p,Pantes itu mah pengaguran gak punya duit pengen minta duit,2025-08-03T12:50:03Z,0,Pantes itu mah pengaguran gak punya duit pengen minta duit,negative
@JambrongJr-nr7yv,Gembul ;gumbal gambul,2025-08-03T11:59:05Z,0,Gembul gumbal gambul,negative
@SulLia,Nda bleh bgtu wng ibadah ko nda boleh itu nmnya orang2 PD sirik bngt Allah TDK senang SM SE x justru kalian PD kewalat PK Nono bms,2025-08-03T10:28:51Z,0,Nda bleh bgtu wng ibadah ko nda boleh itu nmnya orang PD sirik bngt Allah TDK senang SM SE x justru kalian PD kewalat PK Nono bms,negative
@yosephfebrinugrahadi5665,Bubarin aja mui,2025-08-03T05:46:55Z,0,Bubarin aja mui,negative
@Endiyasuperclean,sosok yg cocok jadi menteri agama ❤❤ bukan seperti menteri konoha sekarang,2025-08-03T05:39:04Z,0,sosok yg cocok jadi menteri agama bukan seperti menteri konoha sekarang,negative
@funnymeow1604,"Papua, Maluku, Nusa Tenggara, Sulawesi, Bali dan Kalimantan yg mayoritas non muslim, siap keluar dr Indonesia dan membentuk negara baru jika negara tidak adil dan hanya mementingkan satu kaum saja..

Biarkan hanya Sumatra dan Jawa saja yg menjadikan negara ini negara islam sperti yg mrk mau..

Negara bahkan lbh mementingkan Palestina yg jauh disana, mngirim beras 10rb ton, hanya krn mrk bragama islam, sdgkan saudara2 kita di Timur sana msh byk yg kelaparan..",2025-08-02T21:45:46Z,0,Papua Maluku Nusa Tenggara Sulawesi Bali dan Kalimantan yg mayoritas non muslim siap keluar dr Indonesia dan membentuk negara baru jika negara tidak adil dan hanya mementingkan satu kaum saja Biarkan hanya Sumatra dan Jawa saja yg menjadikan negara ini negara islam sperti yg mrk mau Negara bahkan lbh mementingkan Palestina yg jauh disana mngirim beras rb ton hanya krn mrk bragama islam sdgkan saudara kita di Timur sana msh byk yg kelaparan,negative
@Jefaldo,Islam itu bukan Agama Damai 🤮🤮Islam itu Agama IBLIS 🤮untuk bpk KM yg terhormat hormatilah sesamamu atau perasaan Agama lain ingin keadilan bukan uangnya bpk🤦‍♀️klau org islam tdk tau malu tdk mau megakui kesalahan mereka mereka terhadap sesama 🤮🤮🤮jijik dengarnya 🤮🤮,2025-08-02T21:13:17Z,0,Islam itu bukan Agama Damai Islam itu Agama IBLIS untuk bpk KM yg terhormat hormatilah sesamamu atau perasaan Agama lain ingin keadilan bukan uangnya bpk klau org islam tdk tau malu tdk mau megakui kesalahan mereka mereka terhadap sesama jijik dengarnya,negative
@BahtiyarBaktinst,Dari mulai sekarang kita harus cerdas untuk memilah.jangan terlalu menuruti Hawa nafsu.. Agama ku islam. Dan agamaku tidak mengajarkan kekerasan..agamaku yg kutatahu adalah Rahmatan allamin. Rahmat Untuk alam semesta.Rahmat untuk semua mahluk.,2025-08-02T19:14:16Z,0,Dari mulai sekarang kita harus cerdas untuk memilah jangan terlalu menuruti Hawa nafsu Agama ku islam Dan agamaku tidak mengajarkan kekerasan agamaku yg kutatahu adalah Rahmatan allamin Rahmat Untuk alam semesta Rahmat untuk semua mahluk,positive
@Tamanindah252,"Kalau orng oslem yg ber iq rendang melihat judul dri video Pak Guru Gembul mereka akan senang, padahal itu adalah kritikan/sindiran bagi orng oslem intoleran itu sendiri.. terimakasih sudah menjadi islam yg moderat pak Gembul❤️",2025-08-02T11:10:19Z,0,Kalau orng oslem yg ber iq rendang melihat judul dri video Pak Guru Gembul mereka akan senang padahal itu adalah kritikan sindiran bagi orng oslem intoleran itu sendiri terimakasih sudah menjadi islam yg moderat pak Gembul,positive
@amardinsiahaan,Memang minoritas sdh tdk nyaman beribadah di indonesia klo begitu pemerintah wajib menyediakan lahan tempat beribadah,2025-08-02T11:02:47Z,0,Memang minoritas sdh tdk nyaman beribadah di indonesia klo begitu pemerintah wajib menyediakan lahan tempat beribadah,negative
@DedeTaslulu,Terimakasih Pa uztad,2025-08-02T06:33:54Z,0,Terimakasih Pa uztad,positive
@YehudariatmoYuda,Semoga 80 % rakyat Indonesia memiliki pemikiran seperti Guru Gembul agar cita- cita bangsa yang maju dan kuat bisa di wojodkan...😁...Amin..!!!,2025-08-02T06:31:03Z,0,Semoga rakyat Indonesia memiliki pemikiran seperti Guru Gembul agar cita cita bangsa yang maju dan kuat bisa di wojodkan Amin !!,positive
@bigsacktanuki,Ternyata ada beckingan😊,2025-08-02T02:39:36Z,0,Ternyata ada beckingan,negative
@bambangsuyono295,Benar sekali Guru Gembul pasti ada kelompok yang menggerakkan tempat kejadianpun dan terkesan ada sistimatikanya ....jangan-2 .....????? pelakunya,2025-08-02T01:59:37Z,0,Benar sekali Guru Gembul pasti ada kelompok yang menggerakkan tempat kejadianpun dan terkesan ada sistimatikanya jangan ?? pelakunya,negative
@ambarwirawan7772,STOP INTOLERAN itulah yg seharusnya,2025-08-01T14:28:06Z,0,STOP INTOLERAN itulah yg seharusnya,negative
@godogpituin,Kalau umat Islam GK dipancing pasti aman2 aja😊,2025-08-01T08:17:42Z,0,Kalau umat Islam GK dipancing pasti aman aja,positive
@godogpituin,"Orang aneh yg mati2 an membela non muslim, mungkin karena pengen banget terkenal",2025-08-01T08:16:41Z,0,Orang aneh yg mati an membela non muslim mungkin karena pengen banget terkenal,negative
@BenyHeru-rp6qt,"Dan setuju dengan Gembul jangan mudah mengganti dengan uang pribadi, bila perlu yang mengganti yang merusak dan di proses secara hukum yang berlaku. hukum Islam mengajarkan untuk membela yang benar, bukan untuk membela yang seagama. saya mengajak semua lapisan masyarakat apapun agamanya, jangan pernah membela siapapu yang salah sekalipun itu seagama denganmu. tegakkan kebenaran dan keadilan, kalau memang ingin menegakkan kebenaran dan keadilan demi menjunjung tinggi nama baik yang Maha Kuasa. agama tidak boleh di nodai / di kotori dengan tindakan segelintir oknum yang tidak benar. mohon maaf apabila ada salah kata dan salah ketik.",2025-08-01T07:37:09Z,0,Dan setuju dengan Gembul jangan mudah mengganti dengan uang pribadi bila perlu yang mengganti yang merusak dan di proses secara hukum yang berlaku hukum Islam mengajarkan untuk membela yang benar bukan untuk membela yang seagama saya mengajak semua lapisan masyarakat apapun agamanya jangan pernah membela siapapu yang salah sekalipun itu seagama denganmu tegakkan kebenaran dan keadilan kalau memang ingin menegakkan kebenaran dan keadilan demi menjunjung tinggi nama baik yang Maha Kuasa agama tidak boleh di nodai di kotori dengan tindakan segelintir oknum yang tidak benar mohon maaf apabila ada salah kata dan salah ketik,negative
@BenyHeru-rp6qt,"Saya sebagai seorang muslim juga sholat dan puasa, akan tetapi tidak fanatik. sebab negara ini / bumi ini di ciptakan oleh yang Maha Kuasa bukan hanya untuk orang islam saja dan sebaliknya, melainkan untuk agama apa saja kafir sekalipun. yang penting tidak mengganggu sesama. karena yang tidak di perbolehkan itu saling mengganggu dan mengakibatkan kerugian di antaraereka. karena masalah agama atau kepercayaan itu adalah hak mereka masing masing. dan di kemudian hari / hari akhir mereka tanggung sendiri sendiri. setahu saya agama itu di adakan untuk mengatur manusia agar bertindak dan berucap baik.",2025-08-01T07:28:30Z,0,Saya sebagai seorang muslim juga sholat dan puasa akan tetapi tidak fanatik sebab negara ini bumi ini di ciptakan oleh yang Maha Kuasa bukan hanya untuk orang islam saja dan sebaliknya melainkan untuk agama apa saja kafir sekalipun yang penting tidak mengganggu sesama karena yang tidak di perbolehkan itu saling mengganggu dan mengakibatkan kerugian di antaraereka karena masalah agama atau kepercayaan itu adalah hak mereka masing masing dan di kemudian hari hari akhir mereka tanggung sendiri sendiri setahu saya agama itu di adakan untuk mengatur manusia agar bertindak dan berucap baik,negative
@MeityArman,"masalah nya negara tdk bisa memberi pekerjaan pd rakyat.nya,jd kepala megara dan DPR tdk berbuat apa2,bubarin dpr mkn gaji buta.",2025-08-01T03:11:46Z,0,masalah nya negara tdk bisa memberi pekerjaan pd rakyat nya jd kepala megara dan DPR tdk berbuat apa bubarin dpr mkn gaji buta,negative
@lamboksilalahi2831,mana pilih konstitusi UUD 1945 atau SKB 3 mentri ?,2025-07-31T01:55:50Z,0,mana pilih konstitusi UUD atau SKB mentri ?,neutral
@yohaneskoban5997,Pak guru Gembul lebih layak menjadi mentri agama,2025-07-30T11:58:11Z,0,Pak guru Gembul lebih layak menjadi mentri agama,negative
@yohaneskoban5997,MUI yg melnghendaki umat Kristen berkembang termsk mentri agama mencium keningnya Paus F itu kebohongan,2025-07-30T11:56:07Z,0,MUI yg melnghendaki umat Kristen berkembang termsk mentri agama mencium keningnya Paus F itu kebohongan,negative
@yohaneskoban5997,Mentri agama seperti bunglon,2025-07-30T11:48:16Z,0,Mentri agama seperti bunglon,negative
@yohaneskoban5997,Bukan bernalar rendah tapi primitif,2025-07-30T11:46:18Z,0,Bukan bernalar rendah tapi primitif,negative
@yohaneskoban5997,Masih banyak umat islam tdk memahami bgimana bertoleransi dan sepanjang yg kita ketahui Jabar di urutan pertama yg merusak tempat ibadah dr kelompok Kristen tapi negara tdk memberi perhatian pd masalah ini fanmenurunkan kredibilitas KDM,2025-07-30T11:45:14Z,0,Masih banyak umat islam tdk memahami bgimana bertoleransi dan sepanjang yg kita ketahui Jabar di urutan pertama yg merusak tempat ibadah dr kelompok Kristen tapi negara tdk memberi perhatian pd masalah ini fanmenurunkan kredibilitas KDM,negative
@Paskovich-Tyronyst,"Di Padang kejadian lagi kyk di Sukabumi. Bahaslah Pak Guru, jgn diam aja. Ini pasti ada provokatornya.",2025-07-29T17:35:39Z,0,Di Padang kejadian lagi kyk di Sukabumi Bahaslah Pak Guru jgn diam aja Ini pasti ada provokatornya,negative
@Romchannel_,"selama ini ada seseorang atau elit yg mengemando mereka untk menyusakan pembangunan gereja pembubaran ibadah, itu semua ada otaknya",2025-07-29T13:37:56Z,0,selama ini ada seseorang atau elit yg mengemando mereka untk menyusakan pembangunan gereja pembubaran ibadah itu semua ada otaknya,negative
@Romchannel_,Kecurigaan kita sama bungg,2025-07-29T13:34:47Z,0,Kecurigaan kita sama bungg,negative
@susantosh4590,"Lbh baik merdekakan cidahu jd Neg Islam Cidahu ( NIC ) spy tdk ganggu NKRI yg punya Pancasila.
Atau gantian minta tlo Israel utk kirim peluru kendali....
Kok mlh dikasi duit!..
Aparat penegak hukum?, jangan harap bisa bertindak!, mrk cukup tiap bln terima gaji....dan aman....😢",2025-07-29T11:55:44Z,0,Lbh baik merdekakan cidahu jd Neg Islam Cidahu NIC spy tdk ganggu NKRI yg punya Pancasila Atau gantian minta tlo Israel utk kirim peluru kendali Kok mlh dikasi duit! Aparat penegak hukum? jangan harap bisa bertindak! mrk cukup tiap bln terima gaji dan aman,negative
@hilarionmayo4389,"Alhamdulillah
Menyampaikan Hakekat Allah adalah KASIH",2025-07-29T08:10:35Z,0,Alhamdulillah Menyampaikan Hakekat Allah adalah KASIH,positive
@iwanstj22a,"KRISTENPHOBIA. KETAKUTAN AKAN DGN SALIB, DAN PENGUASA. YAITU DGN PENGHANCURAN DALAM IBADAH.",2025-07-29T07:57:31Z,0,KRISTENPHOBIA KETAKUTAN AKAN DGN SALIB DAN PENGUASA YAITU DGN PENGHANCURAN DALAM IBADAH,negative
@HofniSanak-pk6ce,Tuhan memberkati kita semua,2025-07-28T17:56:50Z,0,Tuhan memberkati kita semua,positive
@LugiAnto-k7p,"Pendukung oten nih, bahas juga bakar gereja kristen dituduh Islam, rusak makam kristen d tuduh islam",2025-07-28T10:03:36Z,0,Pendukung oten nih bahas juga bakar gereja kristen dituduh Islam rusak makam kristen d tuduh islam,negative
@yayatsofian6913,Akibat banyak bermunculan intoleransi di Indonesia banyak pula  bermunculan orang orang murtad di Indonesia keluar dari Islam,2025-07-27T14:48:12Z,0,Akibat banyak bermunculan intoleransi di Indonesia banyak pula bermunculan orang orang murtad di Indonesia keluar dari Islam,negative
@Srp-y8n,Ngopi ahhh😂😂,2025-07-27T05:12:09Z,0,Ngopi ahh,neutral
@WayanMelow,"NEGARA INI MILIK AGAMA APA ????????
NEGARA TAK PERNAH HADIR KALO ADA PERKUSI TERHADAP UMAT MINORITAS, NEGARA HANYA RAJIN TERJUN KE MASYARAKAT HANYA  SAAT MENJELANG PEMILU, DENGAN BUJUK RAYU.",2025-07-26T22:29:43Z,0,NEGARA INI MILIK AGAMA APA ?? NEGARA TAK PERNAH HADIR KALO ADA PERKUSI TERHADAP UMAT MINORITAS NEGARA HANYA RAJIN TERJUN KE MASYARAKAT HANYA SAAT MENJELANG PEMILU DENGAN BUJUK RAYU,negative
@SintoBria,"Islam dari sononya memang rusak. saya dan seluruh keluarga murtad dari beberapa tahun lalu,,,knp krn islam ajarannya tidak benar,kalo bukan benci agama lain berarti menolak pembangunan Gereja.doktrin menjadi teroris...jadi aku dan keluarga pindah agama ke katolik hidup damai,aman......",2025-07-26T10:52:58Z,0,Islam dari sononya memang rusak saya dan seluruh keluarga murtad dari beberapa tahun lalu knp krn islam ajarannya tidak benar kalo bukan benci agama lain berarti menolak pembangunan Gereja doktrin menjadi teroris jadi aku dan keluarga pindah agama ke katolik hidup damai aman,negative
@YustinusYustinus-wy1ii,Sumbu pendek 🎉,2025-07-26T03:20:24Z,0,Sumbu pendek,negative
@LawrenceBujang-s2f,Inilah Seorang Islam sejati..inilah naratif Seorang pemimpin.....,2025-07-26T01:42:11Z,0,Inilah Seorang Islam sejati inilah naratif Seorang pemimpin,positive
@kisaran2546,"Menurut saya, agama apapun yang menurut mereka benar belum tentu benar, yang salah belum tentu salah, alkitab setebal 1 JT halaman pun itu hanya orang2 yang menjabarkan nya saja, yang asli kita tidak tau.",2025-07-25T18:12:14Z,0,Menurut saya agama apapun yang menurut mereka benar belum tentu benar yang salah belum tentu salah alkitab setebal JT halaman pun itu hanya orang yang menjabarkan nya saja yang asli kita tidak tau,neutral
@luknanoezraa,Atau mungkin ini adalah bagian dari orang kristen sendiri yg mengompori orang muslim supaya menggrebeg,2025-07-25T15:48:00Z,1,Atau mungkin ini adalah bagian dari orang kristen sendiri yg mengompori orang muslim supaya menggrebeg,negative
@YooTgwa70gmailcom,Yg bertanggung jawab adalah mui.kalau mui tidak bertindak maka tidak bisa mengayomi umatnya.,2025-07-25T14:15:22Z,0,Yg bertanggung jawab adalah mui kalau mui tidak bertindak maka tidak bisa mengayomi umatnya,negative
@amardinsiahaan,Pemerintah sediakan dong domisili non mayoritas spy adil,2025-07-25T13:36:05Z,0,Pemerintah sediakan dong domisili non mayoritas spy adil,neutral
@bagongndugal7057,"Ibarat power rangers, mereka tau siapa yang membuat monsternya tapi yang dibasmi selalu monsternya dulu supaya episode bisa semakin panjang untuk eksistensi power rangers nya. Pemeliharaan konflik selalu terjadi untuk menjaga eksistensi si sosok berperan sebagai pahlawan.",2025-07-25T10:24:06Z,0,Ibarat power rangers mereka tau siapa yang membuat monsternya tapi yang dibasmi selalu monsternya dulu supaya episode bisa semakin panjang untuk eksistensi power rangers nya Pemeliharaan konflik selalu terjadi untuk menjaga eksistensi si sosok berperan sebagai pahlawan,negative
